"USECODE","FUELTYPE","AREASQ","STORYHEIGHT"
"970","Gas",1140,2
"102","Gas",1425,2
"102","Gas",1368,2
"102","Gas",1102,2
"102","Gas",1140,2
"102","Gas",1539,2
"102","Gas",1140,2
"102","Gas",1539,2
"102","Gas",1349,2
"102","Gas",1463,2
"102","Gas",1463,2
"102","Gas",1596,2
"102","Gas",1425,2
"102","Gas",1463,2
"102","Gas",1425,2
"102","Gas",1102,2
"102","Gas",1102,2
"102","Gas",1425,2
"102","Gas",1463,2
"102","Gas",1406,2
"102","Gas",1368,2
"102","Gas",1653,2
"102","Gas",1102,2
"102","Gas",1387,2
"102","Gas",1406,2
"102","Gas",1102,2
"102","Gas",1463,2
"970","Gas",1140,2
"102","Gas",1463,2
"102","Gas",1425,2
"102","Gas",1463,2
"102","Gas",1444,2
"102","Oil",1232,1
"102","Oil",1026,2
"102","Oil",1348,2
"102","Gas",1542,2
"102","Oil",1020,1
"102","Oil",2024,2
"102","Gas",1590,2
"102","Gas",1150,1
"102","Gas",1150,1
"102","Gas",1150,1
"102","Gas",1175,1
"102","Gas",1104,1
"102","Gas",1104,1
"102","Gas",1150,1
"102","Gas",1150,1
"102","Gas",1958,1.5
"102","Gas",2108,1.5
"102","Oil",1242,2
"970","Gas",1036,1
"102","Oil",1512,1
"102","Oil",1512,1
"102","Oil",1914,2
"102","Gas",2962,1
"102","Oil",2088,2
"102","Gas",2240,2
"102","Oil",2088,2
"102","Gas",2136,2
"102","Oil",2448,2
"102","Electric",1026,2
"102","Electric",1032,2
"102","Oil",1266,2
"102","Oil",1266,2
"102","Oil",1092,2
"340","Gas",998,1
"340","Gas",1011,1
"340","Gas",1517,1
"340","Gas",1491,1
"340","Gas",1278,1
"340","Gas",1278,1
"340","Gas",2232,1
"340","Gas",5386,1
"340","Gas",1021,1
"340","Gas",1382,1
"340","Gas",1837,1
"340","Gas",3283,1
"340","Gas",2349,1
"340","Gas",1208,1
"340","Gas",2027,1
"340","Gas",1603,1
"340","Gas",1449,1
"340","Gas",1449,1
"340","Gas",1846,1
"340","Gas",1620,1
"340","Gas",1620,1
"340","Gas",9807,1
"340","Gas",1028,1
"102","Gas",1445,2
"102","Gas",1400,2
"102","Oil",1266,2
"102","Gas",1092,1
"102","Gas",1092,1
"102","Gas",1032,1
"102","Gas",1202,1
"102","Gas",1092,1
"102","Gas",1092,1
"102","Gas",1215,1
"102","Gas",1032,1
"102","Gas",1234,1
"102","Gas",1092,1
"102","Gas",1032,1
"102","Gas",1218,1
"102","Gas",1092,1
"102","Gas",1092,1
"102","Gas",1218,1
"102","Gas",1032,1
"102","Gas",1092,1
"102","Gas",1092,1
"102","Gas",1044,1
"102","Gas",1446,1
"102","Gas",1092,1
"102","Gas",1092,1
"102","Gas",1412,1
"102","Gas",1032,1
"102","Gas",1092,1
"102","Gas",1202,1
"102","Gas",1032,1
"102","Gas",1412,1
"102","Gas",1092,1
"102","Gas",1092,1
"102","Gas",1032,1
"102","Gas",1218,1
"102","Gas",1092,1
"102","Gas",1092,1
"102","Gas",1412,1
"102","Gas",1032,1
"102","Gas",1092,1
"102","Gas",1092,1
"102","Gas",1032,1
"102","Gas",1394,1
"102","Gas",1092,1
"102","Gas",1092,1
"102","Gas",1412,1
"102","Gas",1068,1
"102","Oil",2438,2
"102","Gas",2438,2
"102","Oil",2770,2
"102","Oil",2314,2
"102","Oil",2263,2
"102","Gas",1578,1
"102","Gas",1578,1
"102","Gas",2412,2
"102","Oil",2993,2
"102","Oil",1716,2
"102","Gas",2418,2
"102","Gas",2363,1.75
"102","Gas",2214,2
"102","Gas",1716,2
"102","Gas",2708,2
"102","Gas",2325,2
"102","Gas",2214,2
"102","Gas",2305,2
"102","Gas",2418,2
"102","Gas",2418,2
"102","Gas",2122,2
"102","Oil",2122,2
"102","Oil",1360,1
"102","Gas",680,1
"102","Oil",680,1
"102","Oil",768,1
"340","Oil",3507,2.5
"102","Gas",1515,1.75
"102","Gas",1178,1.75
"102","Gas",2516,2
"102","Gas",1515,1.75
"102","Oil",1178,1.75
"102","Gas",1328,1.75
"102","Gas",2307,1.75
"102","Gas",2307,1.75
"102","Gas",1328,1.75
"102","Gas",2102,2
"102","Gas",2102,2
"102","Oil",1598,2
"102","Oil",1271,2
"102","Oil",1585,1.75
"102","Gas",2516,2
"102","Gas",2516,2
"102","Gas",2102,1.75
"102","Gas",2166,1.75
"102","Gas",2307,2
"102","Gas",1328,1.75
"102","Gas",2307,2
"102","Gas",1328,1.75
"102","Gas",1872,2.5
"102","Gas",1404,2.5
"102","Gas",1080,2
"102","Gas",1872,2.5
"102","Gas",1872,2.5
"102","Gas",1404,2.5
"102","Gas",1260,2
"102","Gas",1872,2.5
"102","Gas",1404,2.5
"102","Gas",1296,2
"102","Gas",1404,2.5
"102","Gas",1296,2
"102","Gas",1296,2
"102","Gas",1404,2
"102","Gas",1296,2
"102","Gas",1296,2
"102","Gas",1296,2
"102","Gas",1404,2
"102","Gas",851,1
"102","Gas",2560,1
"102","Gas",2280,2
"102","Gas",864,1
"102","Oil",1265,2
"102","Oil",1265,2
"102","Gas",3272,2
"102","Gas",2006,2
"340","Oil",925,1
"340","Oil",892,1
"340","Oil",1084,1
"102","Gas",1362,1
"102","Gas",797,1
"102","Gas",1202,1
"340","Oil",3285,1
"102","Gas",2650,2
"102","Gas",1738,2
"102","Gas",2191,2
"102","Gas",3590,2
"102","Gas",3140,2
"102","Gas",2772,2
"102","Gas",2689,2
"102","Gas",2092,2
"102","Oil",1982,1.5
"102","Oil",2801,1.75
"102","Oil",1790,1.75
"102","Oil",2009,1.75
"102","Oil",1362,1.75
"102","Oil",2041,1.75
"102","Oil",3096,1.75
"102","Gas",1616,3
"102","Gas",1173,1
"102","Gas",1183,2
"102","Gas",1710,2
"102","Oil",2516,2
"102","Gas",2516,2
"102","Gas",1960,2
"102","Gas",1264,2
"102","Gas",1976,2
"102","Gas",1264,2
"102","Gas",2832,2
"102","Gas",2132,2
"102","Gas",1960,2
"102","Gas",1960,2
"102","Gas",2132,2
"102","Gas",1960,2
"102","Gas",2822,2
"102","Gas",2800,2
"102","Oil",2800,2
"102","Gas",2653,2
"102","Gas",2800,2
"102","Oil",2800,2
"102","Gas",2822,2
"102","Gas",2822,2
"102","Gas",2822,2
"102","Gas",2822,2
"102","Gas",2800,2
"102","Gas",2800,2
"102","Gas",2822,2
"102","Gas",2833,2
"102","Gas",2822,2
"102","Gas",2822,2
"102","Gas",2822,2
"102","Gas",2319,2
"102","Gas",2800,2
"102","Gas",2319,2
"102","Gas",2319,2
"102","Gas",2319,2
"102","Gas",2319,2
"102","Gas",2822,2
"102","Gas",1564,2
"102","Gas",3128,2
"102","Gas",3128,2
"102","Oil",2441,2
"102","Gas",2800,2
"102","Gas",2450,2
"102","Gas",2380,2
"102","Gas",2904,2
"102","Gas",2200,2
"102","Gas",2200,2
"102","Gas",2569,2
"102","Gas",936,NA
"102","Gas",1998,2
"102","Gas",1240,NA
"102","Gas",1240,NA
"102","Gas",2146,2
"102","Gas",2008,2
"102","Gas",2206,2
"102","Gas",2206,2
"102","Gas",2245,2
"102","Gas",2008,1
"102","Gas",2637,2
"101","Gas",2174,1
"102","Gas",2008,1
"102","Gas",2604,2
"102","Gas",2764,2
"102","Gas",2008,1
"102","Gas",2198,1
"102","Gas",2746,2
"102","Gas",2637,2
"102","Gas",2680,1
"102","Gas",2174,1
"102","Gas",2746,2
"102","Gas",2629,2
"102","Gas",2629,2
"102","Gas",2174,1
"102","Gas",3061,2
"102","Gas",2629,2
"102","Gas",2174,1
"102","Gas",2629,2
"102","Gas",2629,2
"102","Gas",2664,2
"102","Gas",2008,1
"102","Gas",1878,2
"102","Gas",1878,2
"102","Electric",2283,2
"102","Electric",2283,2
"102","Gas",780,1
"102","Gas",2077,1
"102","Gas",1188,1
"102","Gas",1332,1
"102","Gas",1912,2
"102","Gas",1912,2
"102","Gas",1685,2
"102","Gas",1976,2
"101","Electric",540,1
"101","Gas",1792,2
"101","Oil",3099,1.75
"109","Gas",3064,2
"109","Oil",696,1
"109","Oil",600,1
"101","Oil",1512,1
"101","Electric",119,1
"101","Oil",648,1
"101","Gas",1288,2
"101","Coal or Wood",820,1
"101","Oil",2087,1.75
"101","Coal or Wood",648,1
"104","Gas",2496,2
"101","Gas",1440,2
"101","Oil",3672,1
"101","Gas",1584,2
"103","Gas",272,1
"101","Gas",768,1
"101","Oil",1152,1.5
"101","Oil",784,1
"101","Oil",2202,2.5
"101","Oil",750,1
"101","Gas",1634,1
"101","Gas",1425,1
"101","Gas",1064,1
"101","Gas",726,1
"101","Oil",1232,1.75
"101","Oil",2398,1.5
"101","Oil",1016,1
"101","Gas",1064,1
"101","Gas",1284,1
"101","Oil",1310,1.75
"101","Oil",978,1
"101","Electric",2485,1
"101","Oil",960,1
"104","Oil",2156,2
"104","Oil",2521,2
"101","Oil",1632,2
"101","Oil",1728,2
"104","Oil",2200,2
"101","Gas",2786,1.75
"101","Oil",1472,1
"101","Oil",1180,1
"101","Oil",955,1
"101","Electric",1872,1
"101","Oil",2080,2
"101","Oil",1208,1
"101","Oil",2333,1.75
"101","Oil",1058,1.75
"101","Oil",1788,2
"101","Oil",2051,1.75
"101","Oil",1513,1
"101","Gas",1680,1.75
"101","Oil",1044,1
"101","Oil",1160,1.75
"101","Oil",944,1
"101","Oil",2364,2
"101","Oil",1224,1
"101","Oil",1062,1
"101","Oil",1872,2
"101","Electric",616,1
"101","Electric",1312,1
"101","Oil",926,1
"101","Oil",636,1
"101","Oil",1023,1
"101","Oil",1240,1
"101","Oil",1498,1.5
"101","Oil",1872,2
"101","Gas",1568,1
"101","Oil",2356,1.75
"101","Oil",1536,2
"101","Oil",2052,2
"101","Oil",1350,1
"101","Coal or Wood",364,1
"101","Oil",1469,1.75
"101","Oil",925,1
"101","Oil",1594,1
"101","Oil",1438,2
"101","Oil",1260,1
"101","Oil",1350,1.75
"101","Oil",1152,1
"101","Oil",1872,1
"013","Oil",3839,3
"101","Electric",342,1
"101","Oil",2269,2
"101","Oil",1408,1
"101","Gas",2384,2
"101","Oil",1984,2
"101","Oil",1128,1
"101","Oil",2287,1.75
"101","Oil",1814,1.75
"101","Gas",2014,2
"101","Oil",1928,1
"101","Oil",2048,2
"101","Oil",1180,1
"101","Oil",818,1
"101","Oil",1698,2
"101","Gas",946,1
"101","Oil",840,1
"101","Gas",972,1
"101","Oil",1568,2
"104","Oil",1374,2
"101","Oil",1110,1
"101","Gas",1664,2
"101","Oil",882,1
"101","Oil",1093,1
"101","Oil",630,1
"101","Electric",1615,1.75
"101","Oil",448,1
"101","Oil",956,1
"101","Gas",504,1
"101","Coal or Wood",1058,1.75
"101","Coal or Wood",941,1.5
"101","Oil",1382,1.75
"101","Oil",2961,2
"101","Oil",1120,2
"101","Gas",1812,2
"101","Oil",1708,1
"101","Gas",2112,1
"101","Oil",1156,2
"101","Gas",1456,1
"101","Coal or Wood",800,1
"101","Electric",1102,1
"101","Electric",1274,2
"101","Oil",1120,2
"101","Oil",1400,2
"104","Oil",2200,2
"101","Gas",2944,2
"101","Oil",1080,1
"101","Oil",1516,1
"101","Gas",2765,2
"101","Gas",1092,2
"101","Gas",2826,2
"101","Oil",504,1
"101","Oil",1653,1
"101","Oil",925,1
"101","Gas",600,1
"101","Oil",510,1
"101","Oil",904,1
"101","Oil",886,1
"101","Oil",1152,2
"101","Oil",1300,1.75
"101","Oil",2422,2
"101","Oil",1728,1.75
"101","Gas",1536,2
"101","Oil",1408,2
"101","Oil",1120,2
"101","Oil",1632,2
"101","Oil",1664,2
"101","Gas",2138,1
"101","Gas",448,1
"101","Gas",868,1
"101","Oil",1205,1.5
"101","Oil",1399,2
"101","Oil",1888,2
"101","Oil",1862,1.75
"101","Oil",622,1
"101","Oil",1748,1.5
"101","Oil",994,1
"101","Oil",1792,2
"101","Oil",1240,1.5
"101","Gas",920,2
"101","Gas",924,1
"101","Gas",1428,2
"101","Oil",2869,1.75
"101","Gas",2018,2
"101","Oil",2214,2.5
"109","Oil",1118,1
"109","Oil",680,1
"101","Oil",1113,1
"104","Oil",2765,2.75
"101","Oil",984,1
"104","Electric",2907,2
"101","Oil",960,1
"101","Oil",700,1
"101","Oil",2283,2.5
"101","Electric",1008,2
"101","Oil",844,1
"101","Coal or Wood",364,1
"101","Coal or Wood",375,1
"101","Gas",912,2
"101","Coal or Wood",880,2
"101","Gas",2038,2
"101","Coal or Wood",660,1
"101","Coal or Wood",320,1
"101","Oil",1236,2
"101","Oil",841,1
"101","Oil",1725,2
"101","Gas",2006,2
"101","Oil",870,2
"101","Gas",792,1
"101","Coal or Wood",468,1
"101","Gas",667,1
"101","Gas",1823,1.75
"101","Gas",560,1
"101","Gas",797,1.75
"101","Electric",948,1
"101","Gas",1894,2
"101","Gas",1176,1
"101","Coal or Wood",448,1
"010","Gas",1850,1.5
"101","Gas",1246,1
"101","Coal or Wood",492,1
"101","Oil",804,2
"101","Coal or Wood",364,1
"101","Gas",1182,1
"101","Oil",1738,1
"101","Gas",1454,2
"101","Coal or Wood",336,1
"101","Oil",592,1
"101","Oil",2364,2
"101","Oil",948,1
"101","Oil",640,1
"101","Oil",784,1
"101","Gas",1140,2
"101","Oil",1856,1.5
"101","Oil",3134,1.75
"101","Gas",546,1
"101","Oil",1636,2
"101","Oil",1316,1
"101","Oil",652,1
"101","Gas",868,1
"101","Oil",1536,2
"101","Oil",1469,1.75
"101","Coal or Wood",1008,2
"101","Oil",1198,1
"101","Electric",1400,1
"101","Gas",2551,2
"101","Gas",1562,1.75
"101","Oil",1887,2
"104","Oil",2172,2
"101","Oil",552,1
"101","Gas",780,1
"101","Gas",1427,3
"101","Electric",768,1
"101","Coal or Wood",900,1
"101","Coal or Wood",464,1
"101","Coal or Wood",908,1
"104","Oil",2260,2
"104","Oil",2616,2
"101","Oil",1368,2
"101","Oil",1332,2
"101","Electric",801,2
"101","Gas",480,1
"101","Oil",680,2
"101","Gas",1428,2
"101","Oil",1714,1.75
"101","Gas",748,1
"101","Oil",1111,1
"101","Oil",720,1
"101","Gas",1168,2
"101","Oil",1728,2
"101","Oil",1290,1.5
"101","Coal or Wood",411,1
"101","Coal or Wood",544,1
"101","Electric",1470,1
"101","Coal or Wood",280,1
"101","Coal or Wood",464,1
"109","Electric",1422,2
"109","Oil",840,1
"109","Oil",440,1
"101","Gas",4046,1.75
"101","Oil",854,1
"101","Oil",1544,2
"101","Gas",804,1
"101","Gas",1197,1.75
"101","Oil",312,1
"101","Oil",858,1
"101","Oil",2996,2
"104","Oil",936,1
"101","Oil",1164,2
"101","Oil",2580,1.75
"104","Gas",4804,2
"101","Oil",524,1
"101","Oil",920,1
"101","Oil",1834,2
"101","Oil",2872,2
"101","Oil",2401,1.75
"101","Oil",2931,2
"101","Oil",1917,1.75
"101","Oil",3609,2
"101","Oil",2254,2
"101","Oil",2752,2
"101","Electric",1755,1
"101","Oil",1591,1.75
"101","Oil",2211,2
"101","Oil",2221,2
"101","Oil",2223,2
"101","Oil",1728,2
"101","Oil",1374,2
"101","Oil",1824,2
"104","Oil",1080,1
"101","Oil",1104,1
"101","Oil",1664,2
"101","Oil",2240,2
"101","Oil",2549,1.75
"101","Oil",3154,2
"101","Electric",1296,1
"101","Gas",1610,1
"101","Oil",920,1
"101","Oil",2407,1
"101","Oil",3032,1.75
"101","Gas",1109,1
"101","Gas",3905,2
"101","Oil",1360,2
"101","Solar Assisted",2240,2
"101","Oil",4930,2
"109","Coal or Wood",2698,2
"109","Oil",730,1
"101","Oil",1536,1
"101","Gas",1260,1.75
"101","Gas",2842,1
"101","Coal or Wood",728,1
"101","Oil",2510,1
"101","Oil",1560,2
"101","Oil",1816,2
"101","Oil",2481,2
"101","Oil",1176,1
"101","Oil",1555,1.75
"101","Oil",1728,2
"101","Oil",1069,1
"101","Oil",1070,1
"101","Oil",2255,1.75
"101","Oil",1728,2
"101","Oil",1094,1
"101","Electric",1747,1.75
"101","Oil",1728,1.75
"101","Oil",864,1
"013","Oil",992,1
"013","Oil",150,1
"101","Oil",1452,1
"101","Oil",2239,1.75
"101","Oil",1076,1.5
"101","Gas",1527,1.75
"101","Oil",1208,1
"101","Oil",2157,1.75
"101","Oil",2986,2
"101","Oil",2482,2
"101","Oil",1632,2
"101","Oil",2096,2
"101","Oil",2578,1.75
"101","Oil",1764,2
"101","Oil",2254,2
"101","Oil",2605,2
"101","Oil",1764,2
"101","Oil",2120,2
"101","Oil",1901,2
"101","Oil",2222,2
"101","Oil",2840,2
"101","Oil",3229,2
"101","Oil",972,1
"101","Oil",1555,1.75
"101","Oil",2064,2
"101","Oil",1901,2
"101","Oil",2657,2
"101","Oil",2076,1.75
"101","Oil",2595,2
"101","Oil",1444,1.5
"101","Oil",2993,2
"101","Oil",2280,2
"101","Oil",2141,2
"101","Oil",2077,1.75
"101","Oil",2174,2
"101","Oil",3296,2
"101","Oil",2910,2
"101","Oil",1890,2
"101","Oil",1750,2
"101","Oil",2528,2
"101","Oil",2478,2
"101","Oil",2171,2
"101","Oil",3271,2
"101","Oil",1952,2
"101","Oil",2890,2
"101","Oil",2075,2
"101","Oil",1900,2
"101","Oil",2301,2
"101","Oil",1728,2
"101","Oil",3307,1.75
"101","Oil",1878,1.75
"101","Oil",1836,2
"101","Oil",2857,2
"101","Gas",3195,1.75
"101","Oil",2582,2
"101","Oil",2138,2
"101","Oil",2384,2
"101","Oil",1800,2
"101","Oil",2075,2
"101","Oil",2435,2
"101","Oil",2749,2
"101","Oil",3127,1.75
"101","Oil",2212,2
"101","Oil",1956,2
"101","Oil",3190,1.75
"101","Oil",3517,2
"101","Oil",2652,2
"101","Oil",2619,1.75
"101","Oil",2059,1.75
"101","Oil",2976,2
"101","Oil",2492,2
"101","Oil",2092,2
"101","Oil",2692,2
"101","Oil",2100,2
"101","Oil",2195,1.75
"101","Oil",2163,2
"101","Oil",2218,2
"101","Oil",2134,2
"101","Oil",2264,2
"101","Oil",2380,1.75
"101","Oil",3500,2
"101","Oil",2032,2
"101","Oil",2519,2
"101","Oil",2162,2
"101","Oil",1970,2
"101","Oil",1800,2
"101","Oil",1844,2
"101","Oil",1742,1.75
"101","Oil",1865,2
"101","Oil",2424,2
"101","Oil",1842,1.75
"101","Gas",2008,2
"101","Oil",2308,2
"101","Oil",2118,2
"101","Gas",2763,2
"101","Oil",1686,1
"101","Electric",1632,2
"101","Gas",2285,1.75
"101","Oil",2568,2
"101","Oil",2280,2
"101","Oil",2766,2
"101","Oil",2788,2
"101","Oil",3642,1
"101","Electric",2248,2
"101","Oil",2658,2
"101","Oil",2072,2
"101","Oil",2036,2
"101","Oil",2344,2
"101","Oil",2200,2
"101","Oil",1397,1
"101","Oil",2050,2
"101","Oil",2333,2
"101","Oil",3103,1.75
"101","Oil",1687,2
"101","Oil",1906,2
"101","Oil",1560,1
"101","Oil",1906,2
"101","Oil",2614,2
"101","Oil",2940,2
"101","Oil",2464,2
"101","Oil",2624,2
"101","Oil",2559,2
"101","Oil",2184,3
"101","Oil",3156,2
"101","Oil",1600,2
"101","Oil",2351,2
"104","Oil",2288,2
"104","Oil",2376,2
"101","Oil",4180,2
"101","Oil",1604,1
"101","Oil",3634,2
"101","Oil",2152,2
"101","Oil",2656,2
"101","Oil",2356,2
"101","Oil",2656,2
"101","Oil",2708,2
"101","Oil",3612,2
"101","Oil",3641,2
"101","Oil",2836,2
"101","Oil",3902,2
"101","Oil",2224,2
"101","Oil",2544,2
"101","Oil",2486,2
"101","Oil",2220,2
"101","Oil",5387,2
"101","Oil",3750,2
"101","Oil",2701,2
"101","Oil",3677,2.75
"101","Oil",2701,2
"101","Oil",2964,2
"101","Oil",3575,1.75
"101","Oil",3662,2
"101","Oil",3053,2
"101","Oil",4342,2.75
"101","Oil",2926,2
"101","Oil",2919,2
"101","Oil",2701,2
"101","Oil",2271,2
"101","Oil",2946,2
"010","Oil",1905,1.75
"101","Oil",2272,2
"101","Oil",2762,2
"101","Oil",2248,2
"101","Oil",3610,2.75
"101","Oil",4028,2
"101","Oil",2994,2
"101","Oil",2560,2
"101","Oil",2970,2
"101","Oil",2240,2
"101","Oil",3040,2
"101","Oil",3008,2
"101","Oil",2888,2
"101","Oil",1764,1.75
"101","Oil",2744,2
"101","Oil",2612,2
"101","Oil",3178,2
"101","Oil",3977,2
"101","Oil",2200,2
"101","Oil",2030,2
"101","Oil",2634,2
"101","Gas",2288,2
"101","Oil",2080,2
"101","Oil",1936,2
"101","Oil",2718,2
"101","Oil",2091,2
"101","Oil",2136,2
"101","Oil",2064,2
"101","Oil",3213,2
"101","Gas",2120,2
"101","Oil",4066,2
"101","Oil",2088,2
"101","Oil",2120,2
"101","Oil",2139,2
"101","Oil",2651,2
"101","Oil",3160,2
"101","Oil",2640,2
"101","Oil",2562,2
"101","Oil",3877,1.75
"101","Oil",2405,2
"101","Oil",2644,2
"101","Oil",1138,1
"101","Oil",2442,2
"101","Oil",2204,2
"101","Electric",1685,1.75
"101","Oil",1764,2
"101","Electric",1666,2
"101","Oil",2383,2
"101","Oil",3054,2
"101","Oil",2613,2
"101","Electric",2049,1.75
"101","Oil",1954,1.75
"101","Oil",1518,1
"101","Oil",2333,2
"101","Electric",2480,1.75
"101","Oil",1735,1.75
"101","Oil",2382,2
"101","Oil",2512,2
"101","Oil",2072,2
"101","Gas",2222,2
"101","Oil",2344,2
"101","Oil",3056,2
